customer_id,WeekStart,spend,R_weeks,F_run,M_run
13453,2010-12-05,0.0,52,0,0.0
13461,2010-12-05,0.0,52,0,0.0
13462,2010-12-05,0.0,52,0,0.0
13481,2010-12-05,0.0,52,0,0.0
13485,2010-12-05,0.0,52,0,0.0
13489,2010-12-05,0.0,52,0,0.0
13508,2010-12-05,0.0,52,0,0.0
13519,2010-12-05,0.0,52,0,0.0
13524,2010-12-05,0.0,52,0,0.0
13536,2010-12-05,0.0,52,0,0.0
13563,2010-12-05,0.0,52,0,0.0
13572,2010-12-05,0.0,52,0,0.0
13573,2010-12-05,0.0,52,0,0.0
13600,2010-12-05,0.0,52,0,0.0
13611,2010-12-05,0.0,52,0,0.0
13618,2010-12-05,0.0,52,0,0.0
13626,2010-12-05,0.0,52,0,0.0
13644,2010-12-05,0.0,52,0,0.0
13663,2010-12-05,0.0,52,0,0.0
13666,2010-12-05,0.0,52,0,0.0
13700,2010-12-05,0.0,52,0,0.0
13703,2010-12-05,0.0,52,0,0.0
13739,2010-12-05,0.0,52,0,0.0
13743,2010-12-05,0.0,52,0,0.0
13761,2010-12-05,0.0,52,0,0.0
13774,2010-12-05,0.0,52,0,0.0
13778,2010-12-05,0.0,52,0,0.0
13784,2010-12-05,0.0,52,0,0.0
13799,2010-12-05,0.0,52,0,0.0
13819,2010-12-05,0.0,52,0,0.0
13826,2010-12-05,0.0,52,0,0.0
13832,2010-12-05,0.0,52,0,0.0
13835,2010-12-05,0.0,52,0,0.0
13856,2010-12-05,0.0,52,0,0.0
13862,2010-12-05,0.0,52,0,0.0
13865,2010-12-05,0.0,52,0,0.0
13871,2010-12-05,0.0,52,0,0.0
13885,2010-12-05,0.0,52,0,0.0
13895,2010-12-05,0.0,52,0,0.0
13904,2010-12-05,0.0,52,0,0.0
13918,2010-12-05,0.0,52,0,0.0
13934,2010-12-05,0.0,52,0,0.0
13939,2010-12-05,0.0,52,0,0.0
13947,2010-12-05,0.0,52,0,0.0
13953,2010-12-05,0.0,52,0,0.0
13967,2010-12-05,0.0,52,0,0.0
13988,2010-12-05,0.0,52,0,0.0
14000,2010-12-05,0.0,52,0,0.0
14012,2010-12-05,0.0,52,0,0.0
14013,2010-12-05,0.0,52,0,0.0
14014,2010-12-05,0.0,52,0,0.0
14035,2010-12-05,0.0,52,0,0.0
14055,2010-12-05,0.0,52,0,0.0
14057,2010-12-05,0.0,52,0,0.0
14067,2010-12-05,0.0,52,0,0.0
14078,2010-12-05,0.0,52,1,68.12
14090,2010-12-05,0.0,52,0,0.0
14093,2010-12-05,0.0,52,0,0.0
14109,2010-12-05,0.0,52,0,0.0
14116,2010-12-05,0.0,52,0,0.0
14142,2010-12-05,0.0,52,1,155.90500000000003
14150,2010-12-05,0.0,52,0,0.0
14154,2010-12-05,0.0,52,0,0.0
14158,2010-12-05,0.0,52,0,0.0
14163,2010-12-05,0.0,52,0,0.0
14175,2010-12-05,0.0,52,0,0.0
14178,2010-12-05,0.0,52,0,0.0
14184,2010-12-05,0.0,52,0,0.0
14219,2010-12-05,0.0,52,0,0.0
14267,2010-12-05,0.0,52,0,0.0
14276,2010-12-05,0.0,52,0,0.0
14304,2010-12-05,0.0,52,0,0.0
14307,2010-12-05,0.0,52,1,391.5549999999999
14309,2010-12-05,0.0,52,0,0.0
14359,2010-12-05,0.0,52,0,0.0
14442,2010-12-05,0.0,52,0,0.0
14452,2010-12-05,0.0,52,0,0.0
14456,2010-12-05,0.0,52,0,0.0
14457,2010-12-05,0.0,52,0,0.0
14465,2010-12-05,0.0,52,0,0.0
14548,2010-12-05,0.0,52,0,0.0
14554,2010-12-05,0.0,52,0,0.0
14565,2010-12-05,0.0,52,0,0.0
14587,2010-12-05,0.0,52,0,0.0
14649,2010-12-05,0.0,52,0,0.0
14665,2010-12-05,0.0,52,0,0.0
14666,2010-12-05,0.0,52,0,0.0
14687,2010-12-05,0.0,52,0,0.0
14709,2010-12-05,0.0,52,0,0.0
14723,2010-12-05,0.0,52,2,125.46999999999996
14752,2010-12-05,0.0,52,0,0.0
14764,2010-12-05,0.0,52,0,0.0
14775,2010-12-05,0.0,52,1,203.27999999999997
14780,2010-12-05,0.0,52,0,0.0
14795,2010-12-05,0.0,52,0,0.0
14818,2010-12-05,0.0,52,0,0.0
14829,2010-12-05,0.0,52,1,118.485
14837,2010-12-05,0.0,52,0,0.0
14883,2010-12-05,0.0,52,0,0.0
14924,2010-12-05,0.0,52,0,0.0
14957,2010-12-05,0.0,52,0,0.0
14961,2010-12-05,0.0,52,0,0.0
14963,2010-12-05,0.0,52,0,0.0
14971,2010-12-05,0.0,52,0,0.0
14974,2010-12-05,0.0,52,0,0.0
14984,2010-12-05,0.0,52,0,0.0
14998,2010-12-05,0.0,52,0,0.0
15022,2010-12-05,0.0,52,0,0.0
15034,2010-12-05,0.0,52,0,0.0
15046,2010-12-05,0.0,52,0,0.0
15051,2010-12-05,0.0,52,0,0.0
15066,2010-12-05,0.0,52,0,0.0
15073,2010-12-05,0.0,52,0,0.0
15090,2010-12-05,0.0,52,0,0.0
15109,2010-12-05,0.0,52,0,0.0
15134,2010-12-05,0.0,52,0,0.0
15139,2010-12-05,0.0,52,0,0.0
15204,2010-12-05,0.0,52,0,0.0
15214,2010-12-05,0.0,52,0,0.0
15246,2010-12-05,0.0,52,0,0.0
15247,2010-12-05,0.0,52,0,0.0
15256,2010-12-05,0.0,52,0,0.0
15258,2010-12-05,0.0,52,0,0.0
15325,2010-12-05,0.0,52,0,0.0
15335,2010-12-05,0.0,52,0,0.0
15361,2010-12-05,0.0,52,0,0.0
15366,2010-12-05,0.0,52,0,0.0
15384,2010-12-05,0.0,52,0,0.0
15385,2010-12-05,0.0,52,0,0.0
15392,2010-12-05,0.0,52,0,0.0
15400,2010-12-05,0.0,52,0,0.0
15402,2010-12-05,0.0,52,0,0.0
15407,2010-12-05,0.0,52,0,0.0
15437,2010-12-05,0.0,52,0,0.0
15447,2010-12-05,0.0,52,0,0.0
15456,2010-12-05,0.0,52,0,0.0
15488,2010-12-05,0.0,52,0,0.0
15492,2010-12-05,0.0,52,0,0.0
15494,2010-12-05,0.0,52,0,0.0
15510,2010-12-05,0.0,52,0,0.0
15521,2010-12-05,0.0,52,0,0.0
15524,2010-12-05,0.0,52,0,0.0
15544,2010-12-05,0.0,52,1,177.26999999999995
15569,2010-12-05,0.0,52,0,0.0
15578,2010-12-05,0.0,52,0,0.0
15593,2010-12-05,0.0,52,0,0.0
15594,2010-12-05,0.0,52,0,0.0
15621,2010-12-05,0.0,52,0,0.0
15622,2010-12-05,0.0,52,0,0.0
15643,2010-12-05,0.0,52,0,0.0
15646,2010-12-05,0.0,52,1,94.9
15648,2010-12-05,0.0,52,0,0.0
15659,2010-12-05,0.0,52,0,0.0
15675,2010-12-05,0.0,52,0,0.0
15676,2010-12-05,0.0,52,0,0.0
15692,2010-12-05,0.0,52,0,0.0
15695,2010-12-05,0.0,52,0,0.0
15721,2010-12-05,0.0,52,0,0.0
15737,2010-12-05,0.0,52,0,0.0
15740,2010-12-05,0.0,52,0,0.0
15775,2010-12-05,0.0,52,0,0.0
15795,2010-12-05,0.0,52,0,0.0
15799,2010-12-05,0.0,52,0,0.0
15809,2010-12-05,0.0,52,0,0.0
15810,2010-12-05,0.0,52,0,0.0
15843,2010-12-05,0.0,52,0,0.0
15845,2010-12-05,0.0,52,0,0.0
15852,2010-12-05,0.0,52,0,0.0
15869,2010-12-05,0.0,52,0,0.0
15877,2010-12-05,0.0,52,0,0.0
15885,2010-12-05,0.0,52,0,0.0
15897,2010-12-05,0.0,52,0,0.0
15909,2010-12-05,0.0,52,0,0.0
15925,2010-12-05,0.0,52,0,0.0
15955,2010-12-05,0.0,52,1,286.19
15971,2010-12-05,0.0,52,0,0.0
15986,2010-12-05,0.0,52,0,0.0
15998,2010-12-05,0.0,52,0,0.0
16009,2010-12-05,0.0,52,0,0.0
16029,2010-12-05,0.0,52,3,2135.76
16036,2010-12-05,0.0,52,0,0.0
16050,2010-12-05,0.0,52,0,0.0
16092,2010-12-05,0.0,52,0,0.0
16098,2010-12-05,0.0,52,1,215.3
16099,2010-12-05,0.0,52,0,0.0
16106,2010-12-05,0.0,52,0,0.0
16123,2010-12-05,0.0,52,0,0.0
16142,2010-12-05,0.0,52,0,0.0
16146,2010-12-05,0.0,52,0,0.0
16190,2010-12-05,0.0,52,0,0.0
16193,2010-12-05,0.0,52,0,0.0
16245,2010-12-05,0.0,52,0,0.0
16268,2010-12-05,0.0,52,0,0.0
16281,2010-12-05,0.0,52,0,0.0
16282,2010-12-05,0.0,52,0,0.0
16322,2010-12-05,0.0,52,0,0.0
16325,2010-12-05,0.0,52,0,0.0
16343,2010-12-05,0.0,52,0,0.0
16356,2010-12-05,0.0,52,0,0.0
16379,2010-12-05,0.0,52,0,0.0
16403,2010-12-05,0.0,52,0,0.0
16404,2010-12-05,0.0,52,0,0.0
16405,2010-12-05,0.0,52,0,0.0
16412,2010-12-05,0.0,52,0,0.0
16441,2010-12-05,0.0,52,0,0.0
16447,2010-12-05,0.0,52,0,0.0
16449,2010-12-05,0.0,52,0,0.0
16482,2010-12-05,0.0,52,0,0.0
16494,2010-12-05,0.0,52,0,0.0
16495,2010-12-05,0.0,52,0,0.0
16500,2010-12-05,0.0,52,0,0.0
16505,2010-12-05,0.0,52,0,0.0
16511,2010-12-05,0.0,52,0,0.0
16517,2010-12-05,0.0,52,0,0.0
16536,2010-12-05,0.0,52,0,0.0
16549,2010-12-05,0.0,52,0,0.0
16570,2010-12-05,0.0,52,0,0.0
16574,2010-12-05,0.0,52,0,0.0
16593,2010-12-05,0.0,52,0,0.0
16629,2010-12-05,0.0,52,0,0.0
16659,2010-12-05,0.0,52,0,0.0
16665,2010-12-05,0.0,52,0,0.0
16666,2010-12-05,0.0,52,0,0.0
16669,2010-12-05,0.0,52,0,0.0
16672,2010-12-05,0.0,52,0,0.0
16680,2010-12-05,0.0,52,0,0.0
16682,2010-12-05,0.0,52,0,0.0
16706,2010-12-05,0.0,52,0,0.0
16723,2010-12-05,0.0,52,0,0.0
16725,2010-12-05,0.0,52,1,61.07500000000001
16729,2010-12-05,0.0,52,0,0.0
16735,2010-12-05,0.0,52,0,0.0
16745,2010-12-05,0.0,52,0,0.0
16805,2010-12-05,0.0,52,0,0.0
16813,2010-12-05,0.0,52,0,0.0
16825,2010-12-05,0.0,52,0,0.0
16826,2010-12-05,0.0,52,0,0.0
16850,2010-12-05,0.0,52,0,0.0
16859,2010-12-05,0.0,52,0,0.0
16887,2010-12-05,0.0,52,0,0.0
16895,2010-12-05,0.0,52,0,0.0
16918,2010-12-05,0.0,52,0,0.0
16947,2010-12-05,0.0,52,0,0.0
16949,2010-12-05,0.0,52,0,0.0
16979,2010-12-05,0.0,52,0,0.0
16998,2010-12-05,0.0,52,0,0.0
17007,2010-12-05,0.0,52,0,0.0
17029,2010-12-05,0.0,52,0,0.0
17030,2010-12-05,0.0,52,0,0.0
17037,2010-12-05,0.0,52,0,0.0
17058,2010-12-05,0.0,52,0,0.0
17070,2010-12-05,0.0,52,0,0.0
17071,2010-12-05,0.0,52,0,0.0
17073,2010-12-05,0.0,52,0,0.0
17088,2010-12-05,0.0,52,0,0.0
17090,2010-12-05,0.0,52,0,0.0
17095,2010-12-05,0.0,52,0,0.0
17109,2010-12-05,0.0,52,0,0.0
17131,2010-12-05,0.0,52,0,0.0
17135,2010-12-05,0.0,52,1,107.79
17139,2010-12-05,0.0,52,0,0.0
17158,2010-12-05,0.0,52,0,0.0
17183,2010-12-05,0.0,52,0,0.0
17189,2010-12-05,0.0,52,0,0.0
17193,2010-12-05,0.0,52,0,0.0
17229,2010-12-05,0.0,52,0,0.0
17230,2010-12-05,0.0,52,0,0.0
17238,2010-12-05,0.0,52,2,185.04499999999993
17272,2010-12-05,0.0,52,0,0.0
17303,2010-12-05,0.0,52,0,0.0
17338,2010-12-05,0.0,52,0,0.0
17347,2010-12-05,0.0,52,0,0.0
17362,2010-12-05,0.0,52,0,0.0
17379,2010-12-05,0.0,52,0,0.0
17420,2010-12-05,0.0,52,1,65.425
17422,2010-12-05,0.0,52,0,0.0
17427,2010-12-05,0.0,52,0,0.0
17454,2010-12-05,0.0,52,0,0.0
17461,2010-12-05,0.0,52,0,0.0
17462,2010-12-05,0.0,52,0,0.0
17464,2010-12-05,0.0,52,0,0.0
17469,2010-12-05,0.0,52,0,0.0
17486,2010-12-05,0.0,52,0,0.0
17490,2010-12-05,0.0,52,0,0.0
17505,2010-12-05,0.0,52,0,0.0
17510,2010-12-05,0.0,52,0,0.0
17527,2010-12-05,0.0,52,0,0.0
17556,2010-12-05,0.0,52,0,0.0
17562,2010-12-05,0.0,52,0,0.0
17564,2010-12-05,0.0,52,0,0.0
17566,2010-12-05,0.0,52,0,0.0
17580,2010-12-05,0.0,52,0,0.0
17585,2010-12-05,0.0,52,0,0.0
17603,2010-12-05,0.0,52,0,0.0
17615,2010-12-05,0.0,52,0,0.0
17621,2010-12-05,0.0,52,0,0.0
17625,2010-12-05,0.0,52,0,0.0
17639,2010-12-05,0.0,52,0,0.0
17658,2010-12-05,0.0,52,0,0.0
17670,2010-12-05,0.0,52,0,0.0
17686,2010-12-05,0.0,52,0,0.0
17695,2010-12-05,0.0,52,0,0.0
17697,2010-12-05,0.0,52,0,0.0
17701,2010-12-05,0.0,52,0,0.0
17704,2010-12-05,0.0,52,0,0.0
17711,2010-12-05,0.0,52,0,0.0
17733,2010-12-05,0.0,52,0,0.0
17747,2010-12-05,0.0,52,0,0.0
17763,2010-12-05,0.0,52,0,0.0
17764,2010-12-05,0.0,52,0,0.0
17765,2010-12-05,0.0,52,0,0.0
17767,2010-12-05,0.0,52,0,0.0
17771,2010-12-05,0.0,52,0,0.0
17787,2010-12-05,0.0,52,1,368.13999999999993
17789,2010-12-05,0.0,52,0,0.0
17795,2010-12-05,0.0,52,0,0.0
17830,2010-12-05,0.0,52,0,0.0
17885,2010-12-05,0.0,52,0,0.0
17889,2010-12-05,0.0,52,0,0.0
17898,2010-12-05,0.0,52,0,0.0
17905,2010-12-05,0.0,52,1,100.875
17921,2010-12-05,0.0,52,0,0.0
17929,2010-12-05,0.0,52,0,0.0
17935,2010-12-05,0.0,52,0,0.0
17957,2010-12-05,0.0,52,0,0.0
17964,2010-12-05,0.0,52,1,130.88000000000002
17967,2010-12-05,0.0,52,1,61.53500000000001
17969,2010-12-05,0.0,52,0,0.0
17976,2010-12-05,0.0,52,1,176.59499999999997
17995,2010-12-05,0.0,52,0,0.0
18013,2010-12-05,0.0,52,0,0.0
18018,2010-12-05,0.0,52,0,0.0
18045,2010-12-05,0.0,52,0,0.0
18075,2010-12-05,0.0,52,0,0.0
18088,2010-12-05,0.0,52,0,0.0
18093,2010-12-05,0.0,52,0,0.0
18101,2010-12-05,0.0,52,0,0.0
18106,2010-12-05,0.0,52,0,0.0
18127,2010-12-05,0.0,52,0,0.0
18149,2010-12-05,0.0,52,0,0.0
18161,2010-12-05,0.0,52,0,0.0
18193,2010-12-05,0.0,52,0,0.0
18204,2010-12-05,0.0,52,0,0.0
18211,2010-12-05,0.0,52,0,0.0
18240,2010-12-05,0.0,52,0,0.0
18245,2010-12-05,0.0,52,0,0.0
18251,2010-12-05,0.0,52,0,0.0
18262,2010-12-05,0.0,52,0,0.0
18265,2010-12-05,0.0,52,0,0.0
18287,2010-12-05,0.0,52,0,0.0
12494,2010-12-12,4.949999999999999,51,2,20.85
12691,2010-12-12,180.0,51,1,60.0
12726,2010-12-12,170.27999999999997,51,1,56.75999999999999
12877,2010-12-12,150.05999999999997,51,1,50.01999999999999
13033,2010-12-12,190.55,51,1,63.51666666666666
13089,2010-12-12,2722.59,51,8,1984.4033333333336
13269,2010-12-12,310.74,51,2,220.72333333333336
13468,2010-12-12,328.77000000000004,51,4,303.6666666666667
13611,2010-12-12,303.15000000000003,51,1,101.05
13854,2010-12-12,300.03999999999996,51,2,203.14666666666665
14057,2010-12-12,925.92,51,2,308.64000000000004
14150,2010-12-12,306.18,51,1,102.06
14243,2010-12-12,258.7,51,2,157.33333333333334
14309,2010-12-12,147.75,51,1,49.25
14565,2010-12-12,1167.4100000000003,51,1,389.1366666666668
14709,2010-12-12,314.1,51,1,104.7
14713,2010-12-12,126.9,51,2,141.95000000000002
14723,2010-12-12,220.05999999999997,51,3,156.99999999999997
14796,2010-12-12,357.61,51,2,342.94000000000005
14800,2010-12-12,664.0100000000001,51,2,406.6166666666666
14829,2010-12-12,148.36,51,2,128.44333333333336
14961,2010-12-12,1182.7,51,2,394.23333333333335
15061,2010-12-12,2605.88,51,12,6650.22
15204,2010-12-12,316.58000000000004,51,1,105.52666666666669
15246,2010-12-12,186.00000000000003,51,1,62.00000000000001
15356,2010-12-12,215.3199999999999,51,2,121.84666666666664
15361,2010-12-12,418.9200000000001,51,1,139.64
15366,2010-12-12,105.54,51,1,35.18
15384,2010-12-12,303.57,51,1,101.19
15392,2010-12-12,338.9799999999999,51,1,112.9933333333333
15456,2010-12-12,243.22000000000003,51,1,81.07333333333334
15998,2010-12-12,863.39,51,1,287.7966666666667
16029,2010-12-12,8361.599999999999,51,5,4211.04
16353,2010-12-12,204.0,51,3,136.0
16665,2010-12-12,135.4,51,1,45.13333333333333
16725,2010-12-12,205.04999999999993,51,3,109.06666666666663
16805,2010-12-12,214.76999999999995,51,1,71.58999999999999
17007,2010-12-12,207.12000000000003,51,2,69.04
17158,2010-12-12,413.7899999999999,51,1,137.92999999999998
17189,2010-12-12,227.2199999999999,51,1,75.73999999999998
17230,2010-12-12,1761.26,51,1,587.0866666666667
17303,2010-12-12,250.0399999999999,51,1,83.34666666666665
17338,2010-12-12,767.5999999999998,51,1,255.8666666666666
17454,2010-12-12,165.85,51,1,55.28333333333333
17580,2010-12-12,46.85,51,1,15.616666666666667
17969,2010-12-12,125.2,51,1,41.733333333333334
18075,2010-12-12,198.95,51,1,66.31666666666668
12353,2010-12-12,0.0,51,0,0.0
12359,2010-12-12,0.0,51,0,0.0
12364,2010-12-12,0.0,51,0,0.0
12383,2010-12-12,0.0,51,0,0.0
12391,2010-12-12,0.0,51,0,0.0
12394,2010-12-12,0.0,51,0,0.0
12401,2010-12-12,0.0,51,0,0.0
12405,2010-12-12,0.0,51,0,0.0
12413,2010-12-12,0.0,51,0,0.0
12432,2010-12-12,0.0,51,0,0.0
12436,2010-12-12,0.0,51,0,0.0
12448,2010-12-12,0.0,51,0,0.0
12454,2010-12-12,0.0,51,0,0.0
12483,2010-12-12,0.0,51,0,0.0
12497,2010-12-12,0.0,51,0,0.0
12506,2010-12-12,0.0,51,0,0.0
12514,2010-12-12,0.0,51,0,0.0
12524,2010-12-12,0.0,51,0,0.0
12534,2010-12-12,0.0,51,0,0.0
12556,2010-12-12,0.0,51,0,0.0
12561,2010-12-12,0.0,51,0,0.0
12572,2010-12-12,0.0,51,0,0.0
12574,2010-12-12,0.0,51,0,0.0
12576,2010-12-12,0.0,51,0,0.0
12579,2010-12-12,0.0,51,0,0.0
12599,2010-12-12,0.0,51,0,0.0
12604,2010-12-12,0.0,51,0,0.0
12624,2010-12-12,0.0,51,0,0.0
12643,2010-12-12,0.0,51,0,0.0
12656,2010-12-12,0.0,51,0,0.0
12658,2010-12-12,0.0,51,0,0.0
12667,2010-12-12,0.0,51,0,0.0
12668,2010-12-12,0.0,51,0,0.0
12676,2010-12-12,0.0,51,0,0.0
12683,2010-12-12,0.0,51,2,354.35999999999996
12689,2010-12-12,0.0,51,0,0.0
12710,2010-12-12,0.0,51,0,0.0
12712,2010-12-12,0.0,51,2,156.8766666666667
12729,2010-12-12,0.0,51,0,0.0
12752,2010-12-12,0.0,51,0,0.0
12763,2010-12-12,0.0,51,1,106.69333333333331
12770,2010-12-12,0.0,51,0,0.0
12775,2010-12-12,0.0,51,0,0.0
12794,2010-12-12,0.0,51,0,0.0
12811,2010-12-12,0.0,51,0,0.0
12827,2010-12-12,0.0,51,0,0.0
12834,2010-12-12,0.0,51,0,0.0
12857,2010-12-12,0.0,51,0,0.0
12864,2010-12-12,0.0,51,0,0.0
12871,2010-12-12,0.0,51,0,0.0
12906,2010-12-12,0.0,51,0,0.0
12920,2010-12-12,0.0,51,0,0.0
12921,2010-12-12,0.0,51,2,229.26666666666665
12925,2010-12-12,0.0,51,0,0.0
12948,2010-12-12,0.0,51,0,0.0
12953,2010-12-12,0.0,51,0,0.0
12970,2010-12-12,0.0,51,0,0.0
12982,2010-12-12,0.0,51,0,0.0
12988,2010-12-12,0.0,51,0,0.0
12999,2010-12-12,0.0,51,0,0.0
13001,2010-12-12,0.0,51,0,0.0
13012,2010-12-12,0.0,51,0,0.0
13018,2010-12-12,0.0,51,0,0.0
13027,2010-12-12,0.0,51,0,0.0
